07/01/2023 01:30,Chiangrai Lanna - 7.5 / 0.675 / 0.76666665,Phitsanulok FC - 1.29 / 2.1285715 / 2.2571428,-1.5600554943084717,1.5,,Thai Division 2 League,C,https://www.goaloo.mobi/football/match/h2h-2325002,links.add("https://www.goaloo.mobi/football/match/h2h-2325002");
07/01/2023 03:00,Wuppertaler - 1.18 / 2.086111 / 2.2916665,TVD Velbert - 10.06 / 1.6022727 / 2.025,1.608619213104248,0.5,,International Club Friendly,E,https://www.goaloo.mobi/football/match/h2h-2327304,links.add("https://www.goaloo.mobi/football/match/h2h-2327304");
07/01/2023 04:00,Villarreal (w) - 11.79 / 0.7931818 / 0.9795455,Levante UD (w) - 1.17 / 1.7125 / 2.6375,-1.3963994979858398,1.5, NO SIDES,Spanish Ladies Premier League,E,https://www.goaloo.mobi/football/match/h2h-2275677,links.add("https://www.goaloo.mobi/football/match/h2h-2275677");
07/01/2023 05:00,SV Tasmania Berlin - 13.17 / 0.7 / 1.025,SV Babelsberg 03 - 1.11 / 1.9 / 2.1,-1.6585605144500732,1.5,,International Club Friendly,E,https://www.goaloo.mobi/football/match/h2h-2324956,links.add("https://www.goaloo.mobi/football/match/h2h-2324956");
07/01/2023 05:15,Al-Ansar (LIB) - 1.16 / 1.7386364 / 1.7227273,Shabab Al Ghazieh - 13.32 / 1.325 / 1.3416667,1.3993500471115112,1.5, NO SIDES,Lebanese Premier League,B,https://www.goaloo.mobi/football/match/h2h-2324826,links.add("https://www.goaloo.mobi/football/match/h2h-2324826");
07/01/2023 05:30,Tottenham Hotspur - 1.13 / 1.625 / 2.05,Portsmouth - 15.61 / 1.3625 / 1.2875,1.350769281387329,0.5, NO SIDES,England FA Cup,E,https://www.goaloo.mobi/football/match/h2h-2316209,links.add("https://www.goaloo.mobi/football/match/h2h-2316209");
07/01/2023 06:00,Borussia Monchengladbach - 1.17 / 1.7555556 / 2.1916666,Oldenburg - 11.26 / 1.25 / 1.4,1.3894624710083008,0.5,,International Club Friendly,E,https://www.goaloo.mobi/football/match/h2h-2324968,links.add("https://www.goaloo.mobi/football/match/h2h-2324968");
07/01/2023 06:30,Rodez Aveyron (w) - 44.75 / 1.4875 / 1.575,Lyon (w) - 1.01 / 2.4 / 2.3125,-2.3429973125457764,1.5, NO SIDES,Challenge DE French Feminin,,https://www.goaloo.mobi/football/match/h2h-2324952,links.add("https://www.goaloo.mobi/football/match/h2h-2324952");
07/01/2023 06:30,Como 2000 (w) - 17.0 / 0.9444444 / 1.5027778,Roma CF (w) - 1.1 / 2.275 / 2.125,-2.0126261711120605,1.5, NO SIDES,Italian Women Cup,E,https://www.goaloo.mobi/football/match/h2h-2324949,links.add("https://www.goaloo.mobi/football/match/h2h-2324949");
07/01/2023 08:00,Celtic FC - 1.08 / 2.1178572 / 2.5321426,Kilmarnock - 23.44 / 0.875 / 0.725,1.923649549484253,1.5, NO SIDES,Scottish Premier League,A,https://www.goaloo.mobi/football/match/h2h-2215119,links.add("https://www.goaloo.mobi/football/match/h2h-2215119");
07/01/2023 08:00,Plymouth Parkway - 1.81 / 2.1277778 / 2.5305557,Gosport Borough - 3.27 / 0.43636364 / 1.3818182,1.0421233177185059,2.5, NO SIDES,England Southern Premier League,,https://www.goaloo.mobi/football/match/h2h-2251849,links.add("https://www.goaloo.mobi/football/match/h2h-2251849");
07/01/2023 08:00,Ayr United - 1.59 / 1.7083333 / 2.0555556,Hamilton Academical - 4.75 / 0.85 / 1.025,0.8954760432243347,1.5, NO SIDES,Scottish Championship,A,https://www.goaloo.mobi/football/match/h2h-2219374,links.add("https://www.goaloo.mobi/football/match/h2h-2219374");
07/01/2023 08:00,Crusaders - 1.04 / 2.225 / 2.225,Dergview FC - 28.17 / 0.85 / 1.0,2.1092491149902344,4.5,,Northern Ireland Cup,E,https://www.goaloo.mobi/football/match/h2h-2320174,links.add("https://www.goaloo.mobi/football/match/h2h-2320174");
07/01/2023 08:00,Moyola Park - 13.17 / 0.625 / 1.0999999,Glentoran FC - 1.11 / 1.725 / 1.825,-1.506597638130188,0.5,,Northern Ireland Cup,E,https://www.goaloo.mobi/football/match/h2h-2320173,links.add("https://www.goaloo.mobi/football/match/h2h-2320173");
